# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Regulator ID regulated by the Regulator (regulated Regulator)
## (5) regulatedName. Regulator regulated by the Regulator (regulated Regulator)
## (6) function. Regulatory Function of the Regulator on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLIPDC04166	SdsN	sdsN	RDBECOLITFC00044	NarP	-	S 
RDBECOLIPDC04193	C0293	C0293	RDBECOLITFC00037	HcaR	-	S 
RDBECOLIPDC04193	C0293	C0293	RDBECOLITFC00076	FadR	-	S 
RDBECOLIPDC04205	UhpU	uhpU	RDBECOLITFC00230	LrhA	-	S 
RDBECOLIPDC04220	AmeF	ameF	RDBECOLITFC00041	MazE	+	W 
RDBECOLIPDC04232	RprA	rprA	RDBECOLITFC00044	NarP	-	S 
RDBECOLIPDC04232	RprA	rprA	RDBECOLITFC00230	LrhA	-	W 
RDBECOLIPDC04232	RprA	rprA	RDBECOLITFC00240	CsgD	-	S 
RDBECOLIPDC04258	RybB	rybB	RDBECOLITFC00240	CsgD	-	S 
RDBECOLIPDC04266	OmrB	omrB	RDBECOLITFC00078	OmpR	-	S 
RDBECOLIPDC04266	OmrB	omrB	RDBECOLITFC00240	CsgD	-	S 
RDBECOLIPDC04311	MicA	micA	RDBECOLITFC00003	PhoP	-	S 
RDBECOLIPDC04312	OmrA	omrA	RDBECOLITFC00078	OmpR	-	S 
RDBECOLIPDC04312	OmrA	omrA	RDBECOLITFC00240	CsgD	-	S 
RDBECOLIPDC04314	ArcZ	arcZ	RDBECOLITFC00230	LrhA	-	W 
RDBECOLIPDC04315	RyhB	ryhB	RDBECOLITFC00057	YieP	-	W 
RDBECOLIPDC04315	RyhB	ryhB	RDBECOLITFC00060	MarA	-	W 
RDBECOLIPDC04315	RyhB	ryhB	RDBECOLITFC00105	IscR	-	S 
RDBECOLIPDC04315	RyhB	ryhB	RDBECOLITFC00129	Fur	-	S 
RDBECOLIRCC00090	carbon storage regulator CsrA	csrA	RDBECOLITFC00004	NhaR	-	S 
RDBECOLIRCC00090	carbon storage regulator CsrA	csrA	RDBECOLITFC00029	EvgA	-	C 
RDBECOLIRCC00090	carbon storage regulator CsrA	csrA	RDBECOLITFC00194	SdiA	-	C 
RDBECOLIRCC00133	ATP-dependent RNA helicase DeaD	deaD	RDBECOLITFC00035	UvrY	+	W 
RDBECOLIRCC00133	ATP-dependent RNA helicase DeaD	deaD	RDBECOLITFC00130	MntR	+	W 
RDBECOLIRCC00133	ATP-dependent RNA helicase DeaD	deaD	RDBECOLITFC00194	SdiA	+	W 
RDBECOLITFC00002	NemR	nemR	RDBECOLITFC00002	NemR	-	S 
RDBECOLITFC00003	PhoP	phoP	RDBECOLITFC00003	PhoP	-+	S 
RDBECOLITFC00003	PhoP	phoP	RDBECOLITFC00032	GadW	+	S 
RDBECOLITFC00003	PhoP	phoP	RDBECOLITFC00038	CysB	+	W 
RDBECOLITFC00003	PhoP	phoP	RDBECOLITFC00128	GadE	+	W 
RDBECOLITFC00003	PhoP	phoP	RDBECOLITFC00157	YdeO	-	S 
RDBECOLITFC00003	PhoP	phoP	RDBECOLITFC00212	RstA	+	S 
RDBECOLITFC00003	PhoP	phoP	RDBECOLITFC00231	TreR	-	C 
RDBECOLITFC00004	NhaR	nhaR	RDBECOLITFC00004	NhaR	+	S 
RDBECOLITFC00005	NsrR	nsrR	RDBECOLITFC00021	FeaR	-	W 
RDBECOLITFC00005	NsrR	nsrR	RDBECOLITFC00066	FhlA	-	W 
RDBECOLITFC00005	NsrR	nsrR	RDBECOLITFC00093	NorR	-	W 
RDBECOLITFC00005	NsrR	nsrR	RDBECOLITFC00110	Lrp	-	W 
RDBECOLITFC00005	NsrR	nsrR	RDBECOLITFC00178	FliZ	-	W 
RDBECOLITFC00005	NsrR	nsrR	RDBECOLITFC00243	DsdC	-	W 
RDBECOLITFC00006	TorR	torR	RDBECOLITFC00006	TorR	-	C 
RDBECOLITFC00006	TorR	torR	RDBECOLITFC00094	GadX	-+	W 
RDBECOLITFC00006	TorR	torR	RDBECOLITFC00128	GadE	+	W 
RDBECOLITFC00009	ArgR	argR	RDBECOLITFC00009	ArgR	-	C 
RDBECOLITFC00009	ArgR	argR	RDBECOLITFC00061	StpA	-	S 
RDBECOLITFC00009	ArgR	argR	RDBECOLITFC00110	Lrp	-	S 
RDBECOLITFC00010	IlvY	ilvY	RDBECOLITFC00010	IlvY	-	C 
RDBECOLITFC00011	RcnR	rcnR	RDBECOLITFC00011	RcnR	-	S 
RDBECOLITFC00012	CytR	cytR	RDBECOLITFC00012	CytR	-	S 
RDBECOLITFC00013	MlrA	mlrA	RDBECOLITFC00063	CadC	+	S 
RDBECOLITFC00013	MlrA	mlrA	RDBECOLITFC00240	CsgD	+	S 
RDBECOLITFC00014	PrpR	prpR	RDBECOLITFC00014	PrpR	-	W 
RDBECOLITFC00015	MatA	matA	RDBECOLITFC00015	MatA	+	S 
RDBECOLITFC00015	MatA	matA	RDBECOLITFC00178	FliZ	-	S 
RDBECOLITFC00016	AlaS	alaS	RDBECOLITFC00016	AlaS	-	C 
RDBECOLITFC00017	ArgP	argP	RDBECOLITFC00017	ArgP	-	W 
RDBECOLITFC00017	ArgP	argP	RDBECOLITFC00152	DnaA	+	S 
RDBECOLITFC00018	GlcC	glcC	RDBECOLITFC00018	GlcC	-	S 
RDBECOLITFC00019	PuuR	puuR	RDBECOLITFC00019	PuuR	-	S 
RDBECOLITFC00022	NtrC	glnG	RDBECOLITFC00022	NtrC	-+	S 
RDBECOLITFC00022	NtrC	glnG	RDBECOLITFC00104	Nac	+	S 
RDBECOLITFC00022	NtrC	glnG	RDBECOLITFC00149	Cbl	+	W 
RDBECOLITFC00023	Mlc	mlc	RDBECOLITFC00023	Mlc	-	S 
RDBECOLITFC00023	Mlc	mlc	RDBECOLITFC00232	MalT	-	S 
RDBECOLITFC00024	SrsR	srsR	RDBECOLITFC00072	BluR	+	C 
RDBECOLITFC00024	SrsR	srsR	RDBECOLITFC00167	FucR	+	C 
RDBECOLITFC00025	YeiL	yeiL	RDBECOLITFC00025	YeiL	+	W 
RDBECOLITFC00026	MprA	mprA	RDBECOLITFC00026	MprA	-	S 
RDBECOLITFC00027	FrmR	frmR	RDBECOLITFC00027	FrmR	-	S 
RDBECOLITFC00028	TdcA	tdcA	RDBECOLITFC00028	TdcA	+	S 
RDBECOLITFC00029	EvgA	evgA	RDBECOLITFC00029	EvgA	+	S 
RDBECOLITFC00029	EvgA	evgA	RDBECOLITFC00128	GadE	+	S 
RDBECOLITFC00029	EvgA	evgA	RDBECOLITFC00157	YdeO	+	S 
RDBECOLITFC00030	TyrR	tyrR	RDBECOLITFC00030	TyrR	-	W 
RDBECOLITFC00032	GadW	gadW	RDBECOLITFC00032	GadW	-	W 
RDBECOLITFC00032	GadW	gadW	RDBECOLITFC00094	GadX	-+	S 
RDBECOLITFC00032	GadW	gadW	RDBECOLITFC00128	GadE	+	W 
RDBECOLITFC00033	IdnR	idnR	RDBECOLITFC00033	IdnR	+	W 
RDBECOLITFC00034	RhaS	rhaS	RDBECOLITFC00034	RhaS	+	S 
RDBECOLITFC00034	RhaS	rhaS	RDBECOLITFC00122	RhaR	+	S 
RDBECOLITFC00037	HcaR	hcaR	RDBECOLITFC00037	HcaR	-	S 
RDBECOLITFC00038	CysB	cysB	RDBECOLITFC00038	CysB	-	W 
RDBECOLITFC00038	CysB	cysB	RDBECOLITFC00149	Cbl	+	S 
RDBECOLITFC00039	NfeR	nfeR	RDBECOLITFC00039	NfeR	-	C 
RDBECOLITFC00040	CspA	cspA	RDBECOLITFC00050	H-NS	+	S 
RDBECOLITFC00041	MazE	mazE	RDBECOLITFC00041	MazE	-	S 
RDBECOLITFC00042	PspF	pspF	RDBECOLITFC00042	PspF	-	S 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00015	MatA	-	W 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00021	FeaR	-	W 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00040	CspA	+	W 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00043	CpxR	+	S 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00060	MarA	+	S 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00111	BaeR	+	S 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00149	Cbl	-	W 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00211	MarR	+	S 
RDBECOLITFC00043	CpxR	cpxR	RDBECOLITFC00240	CsgD	-	S 
RDBECOLITFC00045	MetJ	metJ	RDBECOLITFC00163	MetR	-	S 
RDBECOLITFC00047	ZraR	zraR	RDBECOLITFC00032	GadW	+	S 
RDBECOLITFC00047	ZraR	zraR	RDBECOLITFC00040	CspA	-	W 
RDBECOLITFC00047	ZraR	zraR	RDBECOLITFC00047	ZraR	+	S 
RDBECOLITFC00047	ZraR	zraR	RDBECOLITFC00115	ExuR	+	S 
RDBECOLITFC00048	AdiY	adiY	RDBECOLITFC00094	GadX	+	S 
RDBECOLITFC00049	PdeL	pdeL	RDBECOLITFC00049	PdeL	+	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00004	NhaR	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00029	EvgA	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00031	CaiF	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00032	GadW	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00040	CspA	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00041	MazE	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00048	AdiY	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00049	PdeL	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00050	H-NS	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00061	StpA	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00063	CadC	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00077	HdfR	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00084	AppY	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00089	SrlR	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00094	GadX	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00102	AscG	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00110	Lrp	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00118	HprR	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00128	GadE	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00143	Dan	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00157	YdeO	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00178	FliZ	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00180	LeuO	-	C 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00192	BolA	-	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00199	YjjQ	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00200	GutM	+	W 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00222	RcsB	-	S 
RDBECOLITFC00050	H-NS	hns	RDBECOLITFC00240	CsgD	-	S 
RDBECOLITFC00051	AlsR	alsR	RDBECOLITFC00051	AlsR	-	W 
RDBECOLITFC00052	PaaX	paaX	RDBECOLITFC00052	PaaX	-	S 
RDBECOLITFC00054	LexA	lexA	RDBECOLITFC00035	UvrY	-	W 
RDBECOLITFC00054	LexA	lexA	RDBECOLITFC00054	LexA	-	C 
RDBECOLITFC00056	YefM	yefM	RDBECOLITFC00056	YefM	-	S 
RDBECOLITFC00057	YieP	yieP	RDBECOLITFC00057	YieP	+	W 
RDBECOLITFC00059	HicB	hicB	RDBECOLITFC00059	HicB	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLITFC00060	MarA	+	C 
RDBECOLITFC00060	MarA	marA	RDBECOLITFC00062	DecR	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLITFC00126	Rob	-	C 
RDBECOLITFC00060	MarA	marA	RDBECOLITFC00191	PutA	+	W 
RDBECOLITFC00060	MarA	marA	RDBECOLITFC00211	MarR	+	C 
RDBECOLITFC00061	StpA	stpA	RDBECOLITFC00061	StpA	-	W 
RDBECOLITFC00061	StpA	stpA	RDBECOLITFC00180	LeuO	-	W 
RDBECOLITFC00063	CadC	cadC	RDBECOLITFC00063	CadC	+	W 
RDBECOLITFC00064	GalR	galR	RDBECOLITFC00064	GalR	-	S 
RDBECOLITFC00064	GalR	galR	RDBECOLITFC00114	GalS	-	W 
RDBECOLITFC00065	ChbR	chbR	RDBECOLITFC00065	ChbR	-+	S 
RDBECOLITFC00066	FhlA	fhlA	RDBECOLITFC00066	FhlA	+	S 
RDBECOLITFC00066	FhlA	fhlA	RDBECOLITFC00080	HyfR	+	W 
RDBECOLITFC00067	MazEF	mazF|mazE	RDBECOLITFC00041	MazE	-	S 
RDBECOLITFC00068	HipAB	hipB|hipA	RDBECOLITFC00041	MazE	-	S 
RDBECOLITFC00068	HipAB	hipB|hipA	RDBECOLITFC00071	HipB	-	S 
RDBECOLITFC00069	MurR	murR	RDBECOLITFC00069	MurR	-+	S 
RDBECOLITFC00070	NarL	narL	RDBECOLITFC00031	CaiF	-	W 
RDBECOLITFC00070	NarL	narL	RDBECOLITFC00103	DpiA	-	W 
RDBECOLITFC00070	NarL	narL	RDBECOLITFC00124	DcuR	-	S 
RDBECOLITFC00070	NarL	narL	RDBECOLITFC00142	NikR	-	W 
RDBECOLITFC00071	HipB	hipB	RDBECOLITFC00041	MazE	-	S 
RDBECOLITFC00071	HipB	hipB	RDBECOLITFC00071	HipB	-	S 
RDBECOLITFC00073	YgiV	ygiV	RDBECOLITFC00202	McbR	-	S 
RDBECOLITFC00074	MraZ	mraZ	RDBECOLITFC00074	MraZ	-	C 
RDBECOLITFC00075	IclR	iclR	RDBECOLITFC00075	IclR	-	S 
RDBECOLITFC00076	FadR	fadR	RDBECOLITFC00075	IclR	+	C 
RDBECOLITFC00076	FadR	fadR	RDBECOLITFC00076	FadR	+	W 
RDBECOLITFC00076	FadR	fadR	RDBECOLITFC00147	AccB	+	S 
RDBECOLITFC00078	OmpR	ompR	RDBECOLITFC00063	CadC	-	S 
RDBECOLITFC00078	OmpR	ompR	RDBECOLITFC00126	Rob	+	S 
RDBECOLITFC00078	OmpR	ompR	RDBECOLITFC00154	AcrR	+	S 
RDBECOLITFC00078	OmpR	ompR	RDBECOLITFC00192	BolA	-	S 
RDBECOLITFC00078	OmpR	ompR	RDBECOLITFC00221	PdhR	+	S 
RDBECOLITFC00078	OmpR	ompR	RDBECOLITFC00240	CsgD	+	C 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00032	GadW	-	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00047	ZraR	-	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00055	YqhC	-	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00063	CadC	+	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00073	YgiV	-	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00094	GadX	+	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00143	Dan	-	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00157	YdeO	+	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00199	YjjQ	-	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00213	GcvA	-	S 
RDBECOLITFC00079	GlaR	glaR	RDBECOLITFC00221	PdhR	+	S 
RDBECOLITFC00080	HyfR	hyfR	RDBECOLITFC00080	HyfR	+	W 
RDBECOLITFC00081	RutR	rutR	RDBECOLITFC00002	NemR	-	S 
RDBECOLITFC00081	RutR	rutR	RDBECOLITFC00032	GadW	-	S 
RDBECOLITFC00081	RutR	rutR	RDBECOLITFC00081	RutR	-	C 
RDBECOLITFC00081	RutR	rutR	RDBECOLITFC00094	GadX	-	S 
RDBECOLITFC00082	SutR	sutR	RDBECOLITFC00082	SutR	-+	S 
RDBECOLITFC00082	SutR	sutR	RDBECOLITFC00178	FliZ	-	S 
RDBECOLITFC00085	QseB	qseB	RDBECOLITFC00021	FeaR	-+	W 
RDBECOLITFC00085	QseB	qseB	RDBECOLITFC00085	QseB	+	S 
RDBECOLITFC00085	QseB	qseB	RDBECOLITFC00152	DnaA	-	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00008	ComR	-	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00012	CytR	-+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00014	PrpR	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00018	GlcC	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00019	PuuR	-	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00021	FeaR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00022	NtrC	-+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00023	Mlc	-+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00028	TdcA	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00031	CaiF	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00033	IdnR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00034	RhaS	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00041	MazE	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00047	ZraR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00059	HicB	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00060	MarA	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00065	ChbR	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00078	OmpR	-+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00080	HyfR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00086	CRP	-+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00087	DksA	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00088	RbsR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00089	SrlR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00090	GlpR	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00094	GadX	-	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00103	DpiA	-	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00109	MalI	-+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00112	FrlR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00114	GalS	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00115	ExuR	-	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00122	RhaR	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00123	DgoR	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00124	DcuR	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00127	XylR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00128	GadE	-	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00129	Fur	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00137	PlaR	-	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00166	MhpR	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00167	FucR	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00171	NagC	-+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00186	LsrR	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00188	OxyR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00190	Fis	-+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00195	MelR	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00200	GutM	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00203	AaeR	-	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00208	UxuR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00211	MarR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00220	AraC	+	C 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00221	PdhR	+	W 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00223	LacI	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00232	MalT	+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00237	CsqR	-+	S 
RDBECOLITFC00086	CRP	crp	RDBECOLITFC00240	CsgD	+	W 
RDBECOLITFC00087	DksA	dksA	RDBECOLITFC00076	FadR	-	W 
RDBECOLITFC00087	DksA	dksA	RDBECOLITFC00087	DksA	-	W 
RDBECOLITFC00087	DksA	dksA	RDBECOLITFC00190	Fis	-	W 
RDBECOLITFC00087	DksA	dksA	RDBECOLITFC00215	SgrR	+	W 
RDBECOLITFC00088	RbsR	rbsR	RDBECOLITFC00088	RbsR	-	C 
RDBECOLITFC00089	SrlR	srlR	RDBECOLITFC00089	SrlR	-	W 
RDBECOLITFC00089	SrlR	srlR	RDBECOLITFC00200	GutM	-	W 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00018	GlcC	-	W 
RDBECOLITFC00092	Cra	cra	RDBECOLITFC00049	PdeL	-	C 
