# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Transcription Unit ID regulated by the TF (regulated Transcription Unit)
## (5) regulatedName. Transcription Unit regulated by the TF (regulated Transcription Unit)
## (6) function. Regulatory Function of the TF on the regulated Transcription Unit (+ activator, - repressor, +- dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02276	sgrST-setA[sgrSp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02277	aidB[aidBp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02284	rrsG-gltW-rrlG-rrfG[rrsGp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02286	dps[dpsp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02291	poxB[poxBp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02295	rrsC-gltU-rrlC-rrfC[rrsCp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02305	iraD[idlPp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02308	csrA[csrAp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02314	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02319	gadBC[gadBp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02322	osmY[osmYp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02326	gabDTP[gabDp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02331	hdeAB-yhiD[hdeAp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02334	pcnB-folK[pcnBp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02340	cfa[cfap]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02346	csgDEFG[csgDp3]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02347	patA[patAp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02358	gadAX[gadAp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02359	rrsH-ileV-alaV-rrlH-rrfH[rrsHp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02361	ftsQAZ[ftsQp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02365	rrsB-gltT-rrlB-rrfB[rrsBp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02367	rrsE-gltV-rrlE-rrfE[rrsEp3]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02368	rpoE-rseABC[rpoEp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02369	hdeD[hdeDp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02374	bolA[bolAp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02392	csrB[csrBp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02397	csrC[csrCp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02401	hdeD[hdeDp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02437	osmF-yehYXW[osmFp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02456	gadEF-mdtEF[gadEp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02500	blc[blcp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02502	cspD[cspDp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02508	katE[katEp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02553	rpsO-pnp[rpsOp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02566	ilvIH[ilvIp2]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02570	talA-tktB[talAp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02603	agp[agpp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02655	yiaG[yiaGp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02660	msyB[msyBp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02664	ybjP[ybjPp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02717	treF[treFp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02720	rssB[rssBp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02733	fbaB[fbaBp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02737	rpsO[rpsOp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02768	rpmE[rpmEp2]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02793	uspC[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02807	yahO[yahOp]	+	? 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02818	ybeL[ybeLp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02831	yhbO[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02838	yhhA[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02868	yjfY[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02912	ysgA[ysgAp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02928	yccU[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02934	ycgB[ycgBp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02937	ychH[ychHp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02948	ydcK[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC02966	yedP[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03023	dacC[dacCp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03037	ggt[]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03112	argI[argIp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03127	dusB-fis[dusBp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03138	ivbL-ilvBN[ivbLp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03186	fadL[fadLp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03201	aidB[aidBp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03227	glgCAP[glgCp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03229	speC[speCp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03244	hns[hnsp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03280	dps[dpsp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03282	thrLABC[thrLp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03283	leuLABCD[leuLp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03285	lrp[lrpp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03287	livJ[livJp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03362	dnaAN-recF[dnaAp1]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03381	glgS[glgSp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03384	hdeAB-yhiD[hdeAp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03411	otsBA[otsBp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03421	prfB-lysS[]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03436	rpmH-rnpA[rpmHp1]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03437	rpoE-rseABC[rpoEp2a]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03439	rpsB-tsf[rpsBp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03440	rpsF-priB-rpsR-rplI[rpsFp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03479	cbpAM[cbpAp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03480	osmB[osmBp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03488	treA[treAp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03502	fimB[fimBp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03521	uspA[uspAp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03531	rpoS[rpoSp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03556	glgCAP[glgCp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03571	pyrLBI[pyrLp2]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03583	metZWV[metZp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03590	argX-hisR-leuT-proM[argXp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03591	thrU-tyrU-glyT-thrT-tufB[thrUp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03593	leuX[leuXp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03594	metT-leuW-glnUW-metU-glnVX[metTp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03595	serW[serWp2]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03598	tyrTV-tpr[tyrTp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03612	rseABC[rseAp3]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03658	ybgA-phr[ybgAp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03662	gadBC[gadBp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03689	mazEFG[mazEp1]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03692	ilvLXG_1G_2MEDA[ilvLp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03694	poxB[poxBp1]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03710	dnaAN-recF[dnaAp2]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03721	hmp[hmpp]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03744	acnA[acnAp2]	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03759	tgt-yajC[tgtp]	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLITUC03760	queA[queAp]	-	W 
RDBECOLIPDC00031	AcnB	acnB	RDBECOLITUC03746	acnB[acnBp1]	+	W 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03244	hns[hnsp]	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03285	lrp[lrpp]	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03310	rbsDACBZKR[rbsDp]	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03531	rpoS[rpoSp]	+	W 
RDBECOLIPDC00616	Pnp	pnp	RDBECOLITUC02551	pnp[pnpp]	-	W 
RDBECOLIPDC00675	RplA	rplA	RDBECOLITUC02513	rplKAJL-rpoBC[rplKp]	-	W 
RDBECOLIPDC00685	RplM	rplM	RDBECOLITUC03432	rplM-rpsI[rplMp]	-	S 
RDBECOLIPDC00692	RplT	rplT	RDBECOLITUC01414	rpmI-rplT[rpmIp]	-	S 
RDBECOLIPDC00696	RplY	rplY	RDBECOLITUC00780	None[rplVp]	-	S 
RDBECOLIPDC00700	RpmE	rpmE	RDBECOLITUC02768	rpmE[rpmEp2]	-	S 
RDBECOLIPDC00706	RpsA	rpsA	RDBECOLITUC02551	pnp[pnpp]	+	W 
RDBECOLIPDC00706	RpsA	rpsA	RDBECOLITUC02737	rpsO[rpsOp]	+	W 
RDBECOLIPDC00707	RpsB	rpsB	RDBECOLITUC03439	rpsB-tsf[rpsBp]	-	W 
RDBECOLIPDC00712	RpsG	rpsG	RDBECOLITUC03442	rpsLG-fusA-tufA[rpsLp]	-	W 
RDBECOLIPDC00713	RpsH	rpsH	RDBECOLITUC03433	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ[rplNp]	-	S 
RDBECOLIPDC00720	RpsO	rpsO	RDBECOLITUC02737	rpsO[rpsOp]	-	C 
RDBECOLIPDC01031	CsrA	csrA	RDBECOLITUC00054	moaABCDE[moaAp2]	+	C 
RDBECOLIPDC01031	CsrA	csrA	RDBECOLITUC01742	iraD[iraDp1]	-	S 
RDBECOLIPDC01031	CsrA	csrA	RDBECOLITUC02305	iraD[idlPp]	-	S 
RDBECOLIPDC01031	CsrA	csrA	RDBECOLITUC03662	gadBC[gadBp]	-	S 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC00442	purU[purUp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC00890	kgtP[]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01060	sstT[sstTp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01130	asd[]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01299	gltP[]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01328	cycA[cycAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01595	tcyJ[tcyJp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01807	inaA[inaAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02346	csgDEFG[csgDp3]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02409	asnB[asnBp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02912	ysgA[ysgAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02952	ydeE[]	-	S 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03051	nlpA[nlpAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03173	trpLEDCBA[trpLp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03217	asnA[asnAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03285	lrp[lrpp]	-	S 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03310	rbsDACBZKR[rbsDp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03325	oppABCDF[oppAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03365	dppABCDF[dppAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03416	phoPQ[phoPp1]	-	S 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03484	csgDEFG[csgDp1]	-	W 
RDBECOLIPDC03411	McaS	mcaS	RDBECOLITUC02346	csgDEFG[csgDp3]	-	S 
RDBECOLIPDC03411	McaS	mcaS	RDBECOLITUC03241	flhDC[flhDp]	+	S 
RDBECOLIPDC03411	McaS	mcaS	RDBECOLITUC03484	csgDEFG[csgDp1]	-	S 
RDBECOLIPDC03413	GadY	gadY	RDBECOLITUC01543	gadXW[gadXp]	+	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC02007	cpxRA[cpxRp]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC02316	ompF[ompFp2]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC02371	cpxRA[cpxRp2]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC03156	ompF[ompFp]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC03192	phoE[phoEp]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC03285	lrp[lrpp]	-	S 
RDBECOLIPDC03921	OxyS	oxyS	RDBECOLITUC01808	iscRSUA[iscRp]	+	S 
RDBECOLIPDC03921	OxyS	oxyS	RDBECOLITUC03241	flhDC[flhDp]	-	S 
