# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Gene ID regulated by the Regulator (regulated Gene)
## (5) regulatedName. Gene regulated by the Regulator (regulated Gene)
## (6) function. Regulatory Function of the Regulator on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC01925	yehW	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC01926	yehX	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC01927	yehY	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC01928	osmF	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC01931	yohC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC01975	yojI	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC01995	sgrR	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02000	efp	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02001	tktB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02013	prfC	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02019	rssB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02022	hisJ	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02023	hisQ	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02047	narU	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02077	cbpA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02078	cbpM	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02110	uspB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02111	dtpB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02118	mdtE	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02119	mdtF	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02121	gadX	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02123	treF	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02211	rseA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02247	lhgD	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02331	yiaG	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02348	grxB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02357	yccJ	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02395	ybeL	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02446	alaT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02447	alaU	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02448	alaV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02455	argX	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02465	glnU	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02466	glnV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02467	glnW	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02468	glnX	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02469	gltT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02470	gltU	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02471	gltV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02472	gltW	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02473	glyT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02479	hisR	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02480	ileT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02481	ileU	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02482	ileV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02486	leuT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02488	leuV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02489	leuW	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02490	leuX	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02495	metT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02496	metU	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02497	metV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02499	metZ	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02505	proM	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02507	rrfA	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02508	rrfB	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02509	rrfC	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02510	rrfD	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02511	rrfE	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02512	rrfG	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02513	rrfH	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02514	rrlA	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02515	rrlB	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02516	rrlC	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02517	rrlD	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02518	rrlE	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02519	rrlG	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02520	rrlH	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02521	rrsA	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02522	rrsB	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02523	rrsC	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02524	rrsD	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02525	rrsE	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02526	rrsG	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02527	rrsH	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02528	rrfF	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02533	serW	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02538	thrT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02539	thrU	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02540	thrV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02543	tyrT	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02544	tyrU	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02545	tyrV	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02554	metW	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02558	rmf	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02563	gadA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02674	sgrT	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02682	ilvX	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02758	gadF	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02759	idlP	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02760	ytiC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02761	ytiD	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02899	csrB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02912	csrC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02930	tff	-	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02939	isrC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02953	sroA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02956	sroD	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02963	ecnB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC02979	sgrS	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03121	yahO	+	? 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03154	yajO	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03176	glsA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03177	ybaT	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03238	ybdK	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03297	ybgS	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03308	ybhN	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03309	clsB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03310	ybhP	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03353	ybjP	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03367	ftsK	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03372	ycaP	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03401	csgI	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03402	yccU	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03442	csgG	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03443	csgF	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03444	csgE	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03445	csgD	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03504	ariR	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03630	ydcK	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03631	ydcL	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03649	curA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03663	adhP	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03674	gadC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03693	tam	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03731	ynfD	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03773	sodC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03791	ldtE	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03792	sufE	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03793	sufS	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03794	sufD	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03795	sufC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03796	sufB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03815	yniA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03853	yeaG	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03854	yeaH	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03865	yeaQ	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03878	yoaC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03893	yebV	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03915	uspC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03929	yedP	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03934	hchA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03957	flu	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC03993	yegP	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04003	fbaB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04039	elaB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04078	yfcZ	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04206	rseC	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04207	rseB	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04245	glaH	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04246	kbp	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04247	yqaE	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04405	dkgA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04431	patA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04449	yqjF	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04478	yhbO	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04512	yhcO	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04542	fkpA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04593	ysgA	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04612	blc	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04635	yjfY	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04653	yjgH	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04695	iraD	+	W 
RDBECOLICNC00080	ppGpp		RDBECOLIGNC04734	ilvG	+	W 
RDBECOLIPDC00031	AcnB	acnB	RDBECOLIGNC02188	acnB	+	W 
RDBECOLIPDC00328	DicF	dicF	RDBECOLIGNC00341	ftsZ	-	S 
RDBECOLIPDC00328	DicF	dicF	RDBECOLIGNC00559	manX	-	S 
RDBECOLIPDC00328	DicF	dicF	RDBECOLIGNC00793	pykA	-	S 
RDBECOLIPDC00328	DicF	dicF	RDBECOLIGNC02444	xylR	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLIGNC00450	hns	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLIGNC00502	rpoS	+	W 
