source_string_id,target_string_id,source_entity_ids,target_entity_ids,source_mapping_status,target_mapping_status,network_type,score,score_norm,experimental,database,textmining,combined_score
511145.b0191,511145.b3314,protein.P40711,protein.P0A7V3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3297,protein.P40711,protein.P0A7R9,unique,unique,physical_association,843,0.843,843,0,0,843
511145.b0191,511145.b3186,protein.P40711,protein.P0AG48,unique,unique,physical_association,846,0.846,847,0,0,846
511145.b0191,511145.b3313,protein.P40711,protein.P0ADY7,unique,unique,physical_association,818,0.818,813,72,0,818
511145.b0191,511145.b3309,protein.P40711,protein.P60624,unique,unique,physical_association,841,0.841,841,0,0,841
511145.b0191,511145.b3294,protein.P40711,protein.P0AG44,unique,unique,physical_association,846,0.846,847,0,0,846
511145.b0191,511145.b3185,protein.P40711,protein.P0A7L8,unique,unique,physical_association,893,0.893,894,0,0,893
511145.b0191,511145.b4200,protein.P40711,protein.P02358,unique,unique,physical_association,810,0.810,810,0,0,810
511145.b0191,511145.b4203,protein.P40711,protein.P0A7R1,unique,unique,physical_association,849,0.849,850,0,0,849
511145.b0191,511145.b3983,protein.P40711,protein.P0A7J7,unique,unique,physical_association,846,0.846,846,0,0,846
511145.b0191,511145.b3316,protein.P40711,protein.P0A7U3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3341,protein.P40711,protein.P02359,unique,unique,physical_association,840,0.840,840,0,0,840
511145.b0191,511145.b2609,protein.P40711,protein.P0A7T3,unique,unique,physical_association,846,0.846,847,0,0,846
511145.b0191,511145.b3065,protein.P40711,protein.P68679,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b2185,protein.P40711,protein.P68919,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3298,protein.P40711,protein.P0A7S9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3230,protein.P40711,protein.P0A7X3,unique,unique,physical_association,846,0.846,847,0,0,846
511145.b0191,511145.b1089,protein.P40711,protein.P0A7N4,unique,unique,physical_association,848,0.848,848,0,0,848
511145.b0191,511145.b3637,protein.P40711,protein.P0A7M2,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3636,protein.P40711,protein.P0A7N9,unique,unique,physical_association,888,0.888,888,0,0,888
511145.b0191,511145.b3301,protein.P40711,protein.P02413,unique,unique,physical_association,862,0.862,863,0,0,862
511145.b0191,511145.b3310,protein.P40711,protein.P0ADY3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b1717,protein.P40711,protein.P0A7Q1,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b2606,protein.P40711,protein.P0A7K6,unique,unique,physical_association,889,0.889,889,0,0,889
511145.b0191,511145.b3296,protein.P40711,protein.P0A7V8,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3306,protein.P40711,protein.P0A7W7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3304,protein.P40711,protein.P0C018,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b1716,protein.P40711,protein.P0A7L3,unique,unique,physical_association,846,0.846,847,0,0,846
511145.b0191,511145.b3321,protein.P40711,protein.P0A7R5,unique,unique,physical_association,833,0.833,834,0,0,833
511145.b0191,511145.b3315,protein.P40711,protein.P61175,unique,unique,physical_association,824,0.824,825,0,0,824
511145.b0191,511145.b3305,protein.P40711,protein.P0AG55,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3984,protein.P40711,protein.P0A7L0,unique,unique,physical_association,815,0.815,815,0,0,815
511145.b0191,511145.b3231,protein.P40711,protein.P0AA10,unique,unique,physical_association,843,0.843,843,0,0,843
511145.b0191,511145.b3165,protein.P40711,protein.P0ADZ4,unique,unique,physical_association,845,0.845,845,0,0,845
511145.b0191,511145.b3320,protein.P40711,protein.P60438,unique,unique,physical_association,849,0.849,849,0,0,849
511145.b0191,511145.b3312,protein.P40711,protein.P0A7M6,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b4202,protein.P40711,protein.P0A7T7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3318,protein.P40711,protein.P0ADZ0,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3703,protein.P40711,protein.P0A7P5,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3317,protein.P40711,protein.P60422,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3342,protein.P40711,protein.P0A7S3,unique,unique,physical_association,833,0.833,834,0,0,833
511145.b0191,511145.b3311,protein.P40711,protein.P0AG63,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3299,protein.P40711,protein.P0A7Q6,unique,unique,physical_association,812,0.812,812,0,0,812
511145.b0191,511145.b3302,protein.P40711,protein.P0AG51,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3936,protein.P40711,protein.P0A7M9,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b0023,protein.P40711,protein.P0A7U7,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3307,protein.P40711,protein.P0AG59,unique,unique,physical_association,834,0.834,834,0,0,834
511145.b0191,511145.b3303,protein.P40711,protein.P0A7W1,unique,unique,physical_association,838,0.838,839,0,0,838
511145.b0191,511145.b3985,protein.P40711,protein.P0A7J3,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b3319,protein.P40711,protein.P60723,unique,unique,physical_association,845,0.845,845,0,0,845
511145.b0191,511145.b3308,protein.P40711,protein.P62399,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0191,511145.b0169,protein.P40711,protein.P0A7V0,unique,unique,physical_association,838,0.838,838,0,0,838
511145.b0194,511145.b0680,protein.P16659,protein.P00962,unique,unique,physical_association,775,0.775,459,118,568,775
511145.b0194,511145.b0026,protein.P16659,protein.P00956,unique,unique,physical_association,884,0.884,625,249,624,884
511145.b0196,511145.b2218,protein.P69411,protein.P0DMC5,unique,unique,physical_association,915,0.915,0,800,596,915
511145.b0196,511145.b0957,protein.P69411,protein.P0A910,unique,unique,physical_association,970,0.970,526,900,429,970
511145.b0196,511145.b1118,protein.P69411,protein.P75958,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b0196,511145.b1116,protein.P69411,protein.P0ADC3,unique,unique,physical_association,900,0.900,900,0,0,900
511145.b0196,511145.b3398,protein.P69411,protein.P45800,unique,unique,physical_association,797,0.797,457,0,642,797
511145.b0196,511145.b1117,protein.P69411,protein.P75957,unique,unique,physical_association,800,0.800,800,0,0,800
511145.b0196,511145.b0177,protein.P69411,protein.P0A940,unique,unique,physical_association,978,0.978,950,0,590,978
511145.b0197,511145.b4262,protein.P28635,protein.P0ADC6,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b2678,protein.P28635,protein.P14176,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0197,511145.b4261,protein.P28635,protein.P0AF98,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b1711,protein.P28635,protein.P06609,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0698,protein.P28635,protein.P03959,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b3452,protein.P28635,protein.P10905,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b3750,protein.P28635,protein.P0AGI1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b2677,protein.P28635,protein.P14175,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0197,511145.b3749,protein.P28635,protein.P04983,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b1124,protein.P28635,protein.P0AFK6,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b4032,protein.P28635,protein.P68183,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b1126,protein.P28635,protein.P69874,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0199,protein.P28635,protein.P30750,unique,unique,physical_association,995,0.995,929,900,368,995
511145.b0197,511145.b0857,protein.P28635,protein.P0AFL1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0151,protein.P28635,protein.P07821,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b3661,protein.P28635,protein.P04846,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b4033,protein.P28635,protein.P02916,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0855,protein.P28635,protein.P31134,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b3451,protein.P28635,protein.P10906,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b4035,protein.P28635,protein.P68187,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b3201,protein.P28635,protein.P0A9V1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0198,protein.P28635,protein.P31547,unique,unique,physical_association,996,0.996,968,900,122,996
511145.b0197,511145.b3450,protein.P28635,protein.P10907,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0886,protein.P28635,protein.P23886,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0197,511145.b1709,protein.P28635,protein.P06611,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0856,protein.P28635,protein.P31135,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0697,protein.P28635,protein.P03960,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0887,protein.P28635,protein.P29018,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0197,511145.b0153,protein.P28635,protein.P06972,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b4513,protein.P28635,protein.P36937,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0914,protein.P28635,protein.P60752,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b0696,protein.P28635,protein.P03961,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0197,511145.b1125,protein.P28635,protein.P0AFK4,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b3749,protein.P31547,protein.P04983,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b2677,protein.P31547,protein.P14175,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0198,511145.b4032,protein.P31547,protein.P68183,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b1124,protein.P31547,protein.P0AFK6,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0197,protein.P31547,protein.P28635,unique,unique,physical_association,996,0.996,968,900,122,996
511145.b0198,511145.b1126,protein.P31547,protein.P69874,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0199,protein.P31547,protein.P30750,unique,unique,physical_association,997,0.997,965,900,325,997
511145.b0198,511145.b2678,protein.P31547,protein.P14176,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0198,511145.b4262,protein.P31547,protein.P0ADC6,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b1711,protein.P31547,protein.P06609,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b4261,protein.P31547,protein.P0AF98,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b3452,protein.P31547,protein.P10905,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0698,protein.P31547,protein.P03959,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b3750,protein.P31547,protein.P0AGI1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0856,protein.P31547,protein.P31135,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0697,protein.P31547,protein.P03960,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b1709,protein.P31547,protein.P06611,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0153,protein.P31547,protein.P06972,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0887,protein.P31547,protein.P29018,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0198,511145.b0696,protein.P31547,protein.P03961,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0914,protein.P31547,protein.P60752,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b4513,protein.P31547,protein.P36937,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b1125,protein.P31547,protein.P0AFK4,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0151,protein.P31547,protein.P07821,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0857,protein.P31547,protein.P0AFL1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b3451,protein.P31547,protein.P10906,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0855,protein.P31547,protein.P31134,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b4033,protein.P31547,protein.P02916,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b3661,protein.P31547,protein.P04846,unique,unique,physical_association,887,0.887,459,800,0,887
511145.b0198,511145.b3201,protein.P31547,protein.P0A9V1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b4035,protein.P31547,protein.P68187,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0198,511145.b0886,protein.P31547,protein.P23886,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0198,511145.b3450,protein.P31547,protein.P10907,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0886,protein.P30750,protein.P23886,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0199,511145.b4035,protein.P30750,protein.P68187,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b3451,protein.P30750,protein.P10906,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b4513,protein.P30750,protein.P36937,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0914,protein.P30750,protein.P60752,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0696,protein.P30750,protein.P03961,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b1709,protein.P30750,protein.P06611,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0856,protein.P30750,protein.P31135,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b3750,protein.P30750,protein.P0AGI1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0698,protein.P30750,protein.P03959,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b4261,protein.P30750,protein.P0AF98,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b2677,protein.P30750,protein.P14175,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0199,511145.b3450,protein.P30750,protein.P10907,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0198,protein.P30750,protein.P31547,unique,unique,physical_association,997,0.997,965,900,325,997
511145.b0199,511145.b3201,protein.P30750,protein.P0A9V1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0855,protein.P30750,protein.P31134,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b4033,protein.P30750,protein.P02916,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b3661,protein.P30750,protein.P04846,unique,unique,physical_association,920,0.920,279,800,491,920
511145.b0199,511145.b0151,protein.P30750,protein.P07821,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0857,protein.P30750,protein.P0AFL1,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b1125,protein.P30750,protein.P0AFK4,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0153,protein.P30750,protein.P06972,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0887,protein.P30750,protein.P29018,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0199,511145.b0697,protein.P30750,protein.P03960,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b3452,protein.P30750,protein.P10905,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b1711,protein.P30750,protein.P06609,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b2678,protein.P30750,protein.P14176,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0199,511145.b4262,protein.P30750,protein.P0ADC6,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b1126,protein.P30750,protein.P69874,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b1124,protein.P30750,protein.P0AFK6,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b0197,protein.P30750,protein.P28635,unique,unique,physical_association,995,0.995,929,900,368,995
511145.b0199,511145.b4032,protein.P30750,protein.P68183,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0199,511145.b3749,protein.P30750,protein.P04983,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0212,511145.b0927,protein.P0AC84,protein.P75849,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0215,511145.b1183,protein.P03007,protein.P0AG11,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0215,511145.b1099,protein.P03007,protein.P28631,unique,unique,physical_association,942,0.942,451,900,0,942
511145.b0215,511145.b4259,protein.P03007,protein.P28905,unique,unique,physical_association,955,0.955,435,900,279,955
511145.b0215,511145.b1184,protein.P03007,protein.P04152,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0215,511145.b0470,protein.P03007,protein.P06710,unique,unique,physical_association,997,0.997,908,900,725,997
511145.b0215,511145.b4372,protein.P03007,protein.P28632,unique,unique,physical_association,954,0.954,484,900,197,954
511145.b0215,511145.b4059,protein.P03007,protein.P0AGE0,unique,unique,physical_association,714,0.714,405,540,0,714
511145.b0215,511145.b1842,protein.P03007,protein.P0ABS8,unique,unique,physical_association,995,0.995,955,900,0,995
511145.b0215,511145.b0640,protein.P03007,protein.P28630,unique,unique,physical_association,948,0.948,508,900,0,948
511145.b0215,511145.b0184,protein.P03007,protein.P10443,unique,unique,physical_association,999,0.999,972,900,901,999
511145.b0215,511145.b3701,protein.P03007,protein.P0A988,unique,unique,physical_association,996,0.996,952,900,385,996
511145.b0225,511145.b0226,protein.Q47149,protein.Q47150,unique,unique,physical_association,999,0.999,915,540,981,999
511145.b0226,511145.b0225,protein.Q47150,protein.Q47149,unique,unique,physical_association,999,0.999,915,540,981,999
511145.b0231,511145.b3701,protein.Q47155,protein.P0A988,unique,unique,physical_association,999,0.999,979,622,950,999
511145.b0231,511145.b0060,protein.Q47155,protein.P21189,unique,unique,physical_association,770,0.770,463,540,144,770
511145.b0232,511145.b1563,protein.Q47156,protein.P0C077,unique,unique,physical_association,738,0.738,454,540,0,738
511145.b0232,511145.b4539,protein.Q47156,protein.P69348,unique,unique,physical_association,743,0.743,466,540,0,743
511145.b0232,511145.b0233,protein.Q47156,protein.Q47157,unique,unique,physical_association,985,0.985,618,540,924,985
511145.b0233,511145.b0232,protein.Q47157,protein.Q47156,unique,unique,physical_association,985,0.985,618,540,924,985
511145.b0237,511145.b0932,protein.P15288,protein.P04825,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0237,511145.b4260,protein.P15288,protein.P68767,unique,unique,physical_association,903,0.903,78,900,0,903
511145.b0237,511145.b2523,protein.P15288,protein.P37095,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0238,511145.b0125,protein.P0A9M5,protein.P0A9M2,unique,unique,physical_association,900,0.900,49,900,0,900
511145.b0238,511145.b0469,protein.P0A9M5,protein.P69503,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0241,511145.b0411,protein.P02932,protein.P0A927,unique,unique,physical_association,720,0.720,0,720,0,720
511145.b0241,511145.b0929,protein.P02932,protein.P02931,unique,unique,physical_association,969,0.969,0,720,894,969
511145.b0241,511145.b2215,protein.P02932,protein.P06996,unique,unique,physical_association,960,0.960,0,720,865,960
511145.b0241,511145.b4036,protein.P02932,protein.P02943,unique,unique,physical_association,809,0.809,0,720,347,809
511145.b0261,511145.b4019,protein.Q47690,protein.P13009,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0261,511145.b3829,protein.Q47690,protein.P25665,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0268,511145.b4298,protein.P75682,protein.P39359,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0269,511145.b4297,protein.P77596,protein.P39358,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0273,511145.b4254,protein.P06960,protein.P04391,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0284,511145.b2868,protein.P77489,protein.Q46801,unique,unique,physical_association,945,0.945,436,900,104,945
511145.b0284,511145.b0286,protein.P77489,protein.P77165,unique,unique,physical_association,998,0.998,976,900,359,998
511145.b0284,511145.b2867,protein.P77489,protein.Q46800,unique,unique,physical_association,943,0.943,432,900,90,943
511145.b0284,511145.b0285,protein.P77489,protein.P77324,unique,unique,physical_association,998,0.998,944,900,785,998
511145.b0284,511145.b2866,protein.P77489,protein.Q46799,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0285,511145.b0284,protein.P77324,protein.P77489,unique,unique,physical_association,998,0.998,944,900,785,998
511145.b0285,511145.b2867,protein.P77324,protein.Q46800,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0285,511145.b2866,protein.P77324,protein.Q46799,unique,unique,physical_association,949,0.949,461,900,138,949
511145.b0285,511145.b2868,protein.P77324,protein.Q46801,unique,unique,physical_association,933,0.933,294,900,138,933
511145.b0285,511145.b0286,protein.P77324,protein.P77165,unique,unique,physical_association,997,0.997,971,900,228,997
511145.b0285,511145.b2881,protein.P77324,protein.Q46814,unique,unique,physical_association,852,0.852,802,0,285,852
511145.b0286,511145.b2868,protein.P77165,protein.Q46801,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0286,511145.b2867,protein.P77165,protein.Q46800,unique,unique,physical_association,930,0.930,294,900,95,930
511145.b0286,511145.b0285,protein.P77165,protein.P77324,unique,unique,physical_association,997,0.997,971,900,228,997
511145.b0286,511145.b0284,protein.P77165,protein.P77489,unique,unique,physical_association,998,0.998,976,900,359,998
511145.b0286,511145.b2866,protein.P77165,protein.Q46799,unique,unique,physical_association,945,0.945,436,900,104,945
511145.b0296,511145.b1716,protein.P0A7N1,protein.P0A7L3,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3321,protein.P0A7N1,protein.P0A7R5,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b0169,protein.P0A7N1,protein.P0A7V0,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3308,protein.P0A7N1,protein.P62399,unique,unique,physical_association,902,0.902,902,0,0,902
511145.b0296,511145.b3315,protein.P0A7N1,protein.P61175,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3306,protein.P0A7N1,protein.P0A7W7,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3319,protein.P0A7N1,protein.P60723,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3304,protein.P0A7N1,protein.P0C018,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b2606,protein.P0A7N1,protein.P0A7K6,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b0023,protein.P0A7N1,protein.P0A7U7,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3296,protein.P0A7N1,protein.P0A7V8,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3307,protein.P0A7N1,protein.P0AG59,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3303,protein.P0A7N1,protein.P0A7W1,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3310,protein.P0A7N1,protein.P0ADY3,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b1717,protein.P0A7N1,protein.P0A7Q1,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3936,protein.P0A7N1,protein.P0A7M9,unique,unique,physical_association,900,0.900,0,900,0,900
511145.b0296,511145.b3636,protein.P0A7N1,protein.P0A7N9,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3301,protein.P0A7N1,protein.P02413,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3302,protein.P0A7N1,protein.P0AG51,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b1089,protein.P0A7N1,protein.P0A7N4,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3637,protein.P0A7N1,protein.P0A7M2,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3311,protein.P0A7N1,protein.P0AG63,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b2185,protein.P0A7N1,protein.P68919,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3230,protein.P0A7N1,protein.P0A7X3,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3298,protein.P0A7N1,protein.P0A7S9,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3342,protein.P0A7N1,protein.P0A7S3,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3317,protein.P0A7N1,protein.P60422,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3703,protein.P0A7N1,protein.P0A7P5,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b2609,protein.P0A7N1,protein.P0A7T3,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3065,protein.P0A7N1,protein.P68679,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3341,protein.P0A7N1,protein.P02359,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3318,protein.P0A7N1,protein.P0ADZ0,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3312,protein.P0A7N1,protein.P0A7M6,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3316,protein.P0A7N1,protein.P0A7U3,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b4202,protein.P0A7N1,protein.P0A7T7,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b4506,protein.P0A7N1,protein.Q2EEQ2,unique,unique,physical_association,888,0.888,888,0,0,888
511145.b0296,511145.b3294,protein.P0A7N1,protein.P0AG44,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b4203,protein.P0A7N1,protein.P0A7R1,unique,unique,physical_association,902,0.902,902,0,0,902
511145.b0296,511145.b4200,protein.P0A7N1,protein.P02358,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3185,protein.P0A7N1,protein.P0A7L8,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3983,protein.P0A7N1,protein.P0A7J7,unique,unique,physical_association,900,0.900,901,0,0,900
511145.b0296,511145.b3320,protein.P0A7N1,protein.P60438,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3309,protein.P0A7N1,protein.P60624,unique,unique,physical_association,905,0.905,905,0,0,905
511145.b0296,511145.b3297,protein.P0A7N1,protein.P0A7R9,unique,unique,physical_association,905,0.905,905,0,0,905
